,0
254,세탁기 사고 첨 주문한 퍼실 빨래 깨끗하게 잘빨리고 좋아요쟁여놓을 각 입니다
255,국산 쓰고픈데 이넘의 향기가 사람 기분 산뜻하게 해주니!또 쓴다ㅜ
256,퍼실퍼실하니 저도 한번 써볼려구요딥클린 좋다고들 합니다
257,안터지고 잘왔네요 여분으로 산거라 아직 써보진않았어요
258,늘 사용하는 제품이라 요것만 구입하게 되네요
259,전 퍼실이 좋아요 향도 좋고!
260,첨 써봣는데 세척력향 만족합니다
261,질감은 되직해요 잘지워지는건 잘모르겠어요
262,저렴하게 잘 샀어여
263,향기가 좋네요
264,잘쓰고있어요빨래잘되네요
265,아직은 안써봐서 모르겠지만 잘쓸게요
266,향도 좋고 세탁도 잘되고 만족합니다
267,엄청 잘 세탁되고 냄새도 좋아요
268,세척력 좋아요
269,좋아요
270,가격대비 만족합니다
271,매번 사용하지만 역시 좋아요
272,그냥 싸서 씁니다 요즘 다 좋것둬 뭐
273,실내에서 건조하는데 꾀 쾌적합니다
274,안써봤지만 좋을거 같다
275,냄새 좋음
276,좋아요
277,향이굿입니다 저는 늘 이것만써요
278,퍼실이 최곱니당 !
279,써본 세제 중 잴 잘빨리는거 같아 구매함
280,향이 너무나 독해요
281,향이 호불호가 갈릴것 같아요
282,만족하며 사용하는 세제입니다
283,사용하던 제품입니다
284,좋아요
285,드럼용 액체세제중 가장 세탁력이 좋은거 같아요
286,좋습니다 잘쓸게요
287,좋아요
288,후기에 새서 왔다는 글이 많아서 아 이것도 좀 샜나보다하고처음엔 위에 뚜껑쪽이 열려서 그런가 알고 걍 닦고 쓰려했는데 계속 액체가 나오길래 자세히 보니 어디에 찍혔는지 세제통 바닥 모서리가 1mm? 정도 구멍나있었음 계속 줄줄 새서 못쓰는 수준배송하면서 찍혀서 구멍이 난건지 원래 구멍이 나있던건지 알수없음바닥에 세제 다 묻어서 청소하는데도 힘들었네요흐른거 닦는데 거품이 계속나고 쿠팡 매번 잘썼는데 이번 상품으로 다신 이용하고 싶지 않을 정도반품회수 신청함
289,배송은 빨랐는데 두통 시킨것중에 한통은 세제가 샜는데요 꼼꼼하게 닫고 배송해주셔야 되는거 아닌가요? 세제 때문에 손잡이부분도 미끌미끌 하네요 믿고 구매했는데 통수 친 느낌 드네요
290,극혐중 개극혐다 새서 왔네요 포장지 열자마자 세제냄새 나길래 설마 했는데 ㅡㅡ 하 무슨 포장을 이렇게 해서 보내세요차라리 직접가서 사는게 나았겠네물로 다 행구고 돈없어 죽겠고만 모아모아서 샀는데반성좀 하시고 다른분들 2 차피해 주지않게 포장제대로 해서 보내세요!!!!!!!!!!!
291,물건의 3분의 1이 새버려서 이건 싼게 싼게 아니네요 세워서 배송을 하셔야지 이렇게 하시면 청소는 누가합니까
292,쿠팡 로켓배송은 더이상 로켓배송이 아닌가 봅니다 7월5일도착 보장으로 제품을 구매했는데 7월6일에 도착했네요 게다가 아무런 말도 알려주지 않았어요 제품구매시 항상 쿠팡으로 했는데 실망이 크네요
293,역시로켓배송입니다연후기간에도 주문되고 그뿐아니라 단 하루만에 오다니최고의 온라인몰인거같네요
294,세제 쓰던거 보내줬어요 입구 스카치테이프 두장으로 붙여서 보내주셔갖고 봉지안에 세제가 다 새어나와있었어요
295,세제 다 터져서 왔어요현관이고 복도고 엉망됐어요 세제라서 잘 닦이지도 않고 닦을수록 거품이나네요ㅡㅡ너무힘들고 짜증나네요세제를 보호제도없이 저따위로비닐에 배송하는건 첨보내요다 터진세제는 어떻게 사용해야하는지 방법알려주세요ㅡㅡ
296,뚜껑에 테이프를 붙여서 보내주셧는데도 너무 허술하게 되어잇어서 택배박스에 다 샛어요 하
297,아 진짜배송왔을때부터 세가지고그냥 던지고 가서 그런가보다 했더니청소 다하고 그냥 쓰려고 세워놧는데또 질질 세고 ㅡㅡ진짜 이딴식으로 주면 어떻게합니까ㅡㅡ
298,살짝 약간 셌어요 맘상할정도는 아니에요 빠른배송에 감사드리고 포장이 잘되어있어도 워낙 무거운애들이라 이리저리 치이면서 좀 세는건 어쩔수없나봐요 퍼실은 처음쓰는데 세탁력이 어떤지 궁금합니다
299,꼼꼼한 포장 너무 감사합니다 두번째 사용인데 성능은 두말할 것 없이 너무 좋습니다!
300,제품쓰러져서 세제가 흘러나왔네요그래도 다행인건 뽁뽁이포장이 되어 있어서 박스는 졌지않았네요!!요런건 신경을좀쓰셨으면 좋겠네요!!
301,뚜껑이 조금 열려 왔더라고요 봉투 안에 세제가 샜는데 무거운 거 시켜서 들고 오시기 힘드셨겎죠 감사합니다
302,상품이 파손되고 입구가 꺾여왔구요 50미리 이상 샌것같아요 화장지비닐에 세제 다 묻었어요교환하기 신경쓰기싫으네요
303,물건이 새서 배송되서 교환한거 빼곤 나무나 만족하는 제품입니다 다른건 못쓰겠어요 ㅠㅠ
304,품에 꼭 품고 소중하게 배송해주셨는데너무 감사해요늘 안전운전하시구 힘내세용
305,세재가 박스에 세었지만 반품 귀찮아 걍 씁니당추후 배송 좀만 신경써주세요
306,항상쓰는 제품이에요 뚜껑이 열리지 않도록 잘포장해서 배송해 주셨네요
307,혹시나 새서 올까 걱정했는데 하나도 안흘리고 잘 받았어요잘 사용할게요
308,믿고쓰는 퍼실배송 빠름 포장은 부실했으나 본품에 데미지없음굿
309,박스만 크게 보내지말고 제품개별 포장에 신경써주세요
310,포장을 뜯었더니 세제가 박스에 흘러있더군요ㅉㅉ
311,빠른 배송에 뽁뽁이로 포장되어 잘 도착했네요
312,잘받았습니다 배송은 역시 빠르네요
313,세제가 새서 왔네요 찌그러지고 ㅡㅡ
314,세제 새는데 없이 잘 왔네요 잘받았습니다
315,장난하나진짜
316,허술한포장ㅋㅋㅋ에 별하나 뺌
317,빠른배송 항상 쓰는제품입니다
